CMPD_CHEMBLID	CYP3A4	hERG_pIC50
CHEMBL273208	*	4.95
CHEMBL240780	5.22	*
CHEMBL397583	5.47	*
CHEMBL397582	5.89	*
CHEMBL487763	*	6
CHEMBL41	*	4.91
CHEMBL1557167	4.9	*
CHEMBL445	4.8	*
CHEMBL1269673	4.8	*
CHEMBL1093044	*	5.19
CHEMBL1743342	5.1	*
CHEMBL21731	5.5	*
CHEMBL668	4.9	*
CHEMBL1271380	*	6.2
CHEMBL1514639	5.6	*
CHEMBL1192517	5.1	*
CHEMBL72	4.7	4.56
CHEMBL240568	5.05	*
CHEMBL237577	4.96	*
CHEMBL393204	5.32	*
CHEMBL148333	4.7	*
CHEMBL3702756	5.63	*
CHEMBL1784521	*	4.72
CHEMBL2207284	*	5.7
CHEMBL1784476	*	4.2
CHEMBL1766179	5.48	*
CHEMBL1337725	6.1	*
CHEMBL3092189	4.89	*
CHEMBL3092195	4.59	*
CHEMBL3400821	*	5.14
CHEMBL2017110	4.55	4.67
CHEMBL1377111	5.2	*
CHEMBL1354559	4.4	*
CHEMBL511142	*	5.1
CHEMBL1533413	5.4	*
CHEMBL3752587	*	5.22
CHEMBL1326015	4.9	*
CHEMBL3527358	4.24	*
CHEMBL1396912	5.1	*
CHEMBL1595856	5.4	*
CHEMBL1589942	5.9	*
CHEMBL1378800	5.4	*
CHEMBL1373126	5.4	*
CHEMBL269732	5.58	*
CHEMBL413	5.7	*
CHEMBL1404947	5.5	*
CHEMBL174588	5.3	*
CHEMBL3586404	*	4.48
CHEMBL1361497	4.4	*
CHEMBL2010846	*	5.7
CHEMBL3758433	*	5
CHEMBL3758976	*	5.12
CHEMBL3759969	*	5
CHEMBL3758674	*	5.95
CHEMBL3759928	*	5.43
CHEMBL3758932	*	5.17
CHEMBL3758199	*	5.14
CHEMBL3759601	*	5.11
CHEMBL74656	6.1	7.1
CHEMBL2165061	*	4.57
CHEMBL1408822	5.3	*
CHEMBL1318565	5.5	*
CHEMBL1434146	5.4	*
CHEMBL1323656	5.4	*
CHEMBL1325775	5.5	*
CHEMBL1514398	5.4	*
CHEMBL1611678	5.4	*
CHEMBL1361449	5.3	*
CHEMBL1552529	5.2	*
CHEMBL1604807	5.4	*
CHEMBL1337128	5.8	*
CHEMBL1414673	5.4	*
CHEMBL1338329	5.4	*
CHEMBL1334658	5.2	*
CHEMBL1316072	5.2	*
CHEMBL1782377	*	4.77
CHEMBL1782378	*	4.28
CHEMBL2313764	5.13	*
CHEMBL1683074	*	5.77
CHEMBL1782572	*	4.5
CHEMBL1782570	*	4.37
CHEMBL1683073	*	5.41
CHEMBL1782569	*	4.45
CHEMBL1782566	*	5.68
CHEMBL1782568	*	5.12
CHEMBL1683075	*	5.31
CHEMBL1782571	*	5.05
CHEMBL520915	5.11	*
CHEMBL471195	6.06	*
CHEMBL3400822	*	4.61
CHEMBL1490959	4.7	*
CHEMBL1322319	5.4	*
CHEMBL1395278	5.5	*
CHEMBL1394899	5.4	*
CHEMBL1394661	5.5	*
CHEMBL1472837	5.2	*
CHEMBL1567365	5.5	*
CHEMBL1600586	5.3	*
CHEMBL1512432	5.5	*
CHEMBL2181880	7.3	4.63
CHEMBL1760318	*	5.7
CHEMBL1495395	5.5	*
CHEMBL772	5.4	*
CHEMBL1332607	4.8	*
CHEMBL1357195	4.9	*
CHEMBL1553635	5.3	*
CHEMBL3409860	5.85	*
CHEMBL564085	4.22	*
CHEMBL1512511	4.9	*
CHEMBL1289516	*	5.75
CHEMBL2010847	*	5.92
CHEMBL1358628	5.8	*
CHEMBL2165060	*	4.03
CHEMBL2165056	*	4.13
CHEMBL2165057	*	4.06
CHEMBL1492373	5.2	*
CHEMBL1553161	5.4	*
CHEMBL1378235	5.2	*
CHEMBL1590173	5.5	*
CHEMBL1414358	5.3	*
CHEMBL1528606	5.2	*
CHEMBL1514135	5.4	*
CHEMBL1489059	5.3	*
CHEMBL1436441	5.5	*
CHEMBL1571027	5.4	*
CHEMBL1397858	5.4	*
CHEMBL1527579	5.4	*
CHEMBL1480885	5.4	*
CHEMBL1530445	5.5	*
CHEMBL1450553	5.3	*
CHEMBL1526429	5.4	*
CHEMBL1329568	5.3	*
CHEMBL1524593	5.4	*
CHEMBL1513824	5.3	*
CHEMBL1453872	5.5	*
CHEMBL1316258	5.5	*
CHEMBL1356463	5.4	*
CHEMBL1554887	5.4	*
CHEMBL1532000	5.3	*
CHEMBL1534630	5	*
CHEMBL283013	4.9	*
CHEMBL105672	4.9	*
CHEMBL3214406	5.6	*
CHEMBL1500556	4.4	*
CHEMBL1514735	5.4	*
CHEMBL2448718	5.52	*
CHEMBL2448689	5.4	*
CHEMBL2448717	5.85	*
CHEMBL2448719	5.7	*
CHEMBL2448738	5.1	*
CHEMBL2448704	4.75	*
CHEMBL2448716	6	*
CHEMBL2448736	5.52	*
CHEMBL2448721	5.85	*
CHEMBL1241737	*	5.6
CHEMBL1473868	5.4	*
CHEMBL1408343	5.4	*
CHEMBL1395869	5.5	*
CHEMBL566880	*	6.6
CHEMBL3752010	*	5.6
CHEMBL1611906	5.5	*
CHEMBL1594350	5.2	*
CHEMBL3210074	4.65	*
CHEMBL245642	*	5.5
CHEMBL1515675	6.7	*
CHEMBL1335973	4.9	*
CHEMBL1523104	4.5	*
CHEMBL1517982	4.7	*
CHEMBL1515137	4.5	*
CHEMBL1411389	5.2	*
CHEMBL1565302	5.8	*
CHEMBL1554693	6.2	*
CHEMBL1476206	5.8	*
CHEMBL1490786	5.8	*
CHEMBL1448726	5.7	*
CHEMBL1604421	6.5	*
CHEMBL1482575	6.1	*
CHEMBL1415180	6.1	*
CHEMBL1357982	5.7	*
CHEMBL1530982	5.9	*
CHEMBL1597410	6	*
CHEMBL1332759	6.2	*
CHEMBL1358631	5.6	*
CHEMBL1332346	5.9	*
CHEMBL1595404	6.1	*
CHEMBL1606292	5.9	*
CHEMBL1441981	6	*
CHEMBL1605356	5.6	*
CHEMBL1496576	6.2	*
CHEMBL1410635	5.5	*
CHEMBL1560502	5.9	*
CHEMBL1413962	6.1	*
CHEMBL1484337	5.8	*
CHEMBL1554170	5.6	*
CHEMBL1369008	6	*
CHEMBL1526170	5.4	*
CHEMBL1476298	5.6	*
CHEMBL1533932	5.1	*
CHEMBL1331410	5.7	*
CHEMBL1484196	5.9	*
CHEMBL1452221	5.6	*
CHEMBL1567236	7	*
CHEMBL1411743	5.6	*
CHEMBL1593601	5.9	*
CHEMBL1318544	5.6	*
CHEMBL1359108	6.6	*
CHEMBL1479088	5.6	*
CHEMBL1317039	5.7	*
CHEMBL1605632	6	*
CHEMBL1521391	6	*
CHEMBL1492205	5.5	*
CHEMBL1520727	6	*
CHEMBL1569592	6.6	*
CHEMBL1408422	6	*
CHEMBL1332471	5.6	*
CHEMBL1518689	5.6	*
CHEMBL1365994	5.9	*
CHEMBL1569485	5.6	*
CHEMBL1516342	6.2	*
CHEMBL1551122	5.7	*
CHEMBL1451411	6.1	*
CHEMBL1496246	5.4	*
CHEMBL1569585	5.1	*
CHEMBL1320525	5	*
CHEMBL1445772	5.3	*
CHEMBL1331444	6	*
CHEMBL1599014	6.1	*
CHEMBL1444270	5.8	*
CHEMBL1595166	6.5	*
CHEMBL1328319	5.1	*
CHEMBL1411049	5.6	*
CHEMBL1368965	5.8	*
CHEMBL1358197	5.9	*
CHEMBL1378764	6	*
CHEMBL1332964	5.6	*
CHEMBL1447392	5.7	*
CHEMBL1572988	5.7	*
CHEMBL1397860	6.3	*
CHEMBL1326360	5.8	*
CHEMBL1435373	6.6	*
CHEMBL1598717	5.6	*
CHEMBL1489659	6.2	*
CHEMBL1439839	5.9	*
CHEMBL1531294	6	*
CHEMBL1397225	6	*
CHEMBL1554982	5.5	*
CHEMBL1602812	5.9	*
CHEMBL1328979	5.3	*
CHEMBL1409320	5.7	*
CHEMBL1593997	5.7	*
CHEMBL1411201	5.7	*
CHEMBL1358276	5.9	*
CHEMBL1569497	5.4	*
CHEMBL1564813	5.6	*
CHEMBL1447438	5.6	*
CHEMBL1358560	5.4	*
CHEMBL1374849	5.8	*
CHEMBL1481378	5.4	*
CHEMBL1563507	5.6	*
CHEMBL1476266	5.5	*
CHEMBL1527132	5.7	*
CHEMBL1602112	5.9	*
CHEMBL1494408	5.5	*
CHEMBL1527443	5.7	*
CHEMBL1373773	6.5	*
CHEMBL1378237	5.9	*
CHEMBL1317056	5.9	*
CHEMBL1411438	5.5	*
CHEMBL1569972	5.7	*
CHEMBL1367222	5.5	*
CHEMBL1533232	5.9	*
CHEMBL1369966	5.8	*
CHEMBL1399481	5.9	*
CHEMBL1607133	5.9	*
CHEMBL1452894	5.5	*
CHEMBL1373610	5.7	*
CHEMBL1487111	5.8	*
CHEMBL1450903	5.7	*
CHEMBL1518301	5.9	*
CHEMBL1490386	5.8	*
CHEMBL1484689	5.4	*
CHEMBL1451562	5.4	*
CHEMBL1487070	5.6	*
CHEMBL1490869	5.4	*
CHEMBL1491574	5.6	*
CHEMBL1524331	5.8	*
CHEMBL1410491	5.6	*
CHEMBL1330251	5.7	*
CHEMBL1331118	5.3	*
CHEMBL1488574	5.7	*
CHEMBL1484861	5.6	*
CHEMBL1521440	5.4	*
CHEMBL1568080	5.5	*
CHEMBL1408735	5.8	*
CHEMBL1369822	6	*
CHEMBL1328533	6.1	*
CHEMBL1527209	6	*
CHEMBL1324667	5.7	*
CHEMBL1590081	6.1	*
CHEMBL1324882	6	*
CHEMBL1532016	6	*
CHEMBL1493496	5.8	*
CHEMBL1516787	5.9	*
CHEMBL1333445	5.6	*
CHEMBL1436361	5.8	*
CHEMBL1452850	5.4	*
CHEMBL1602633	5.7	*
CHEMBL1321459	5.4	*
CHEMBL1330385	5.6	*
CHEMBL1491744	5.4	*
CHEMBL1435293	5.5	*
CHEMBL1555368	5.5	*
CHEMBL1371944	5.5	*
CHEMBL1532597	5.7	*
CHEMBL1317373	5.9	*
CHEMBL1332591	5.8	*
CHEMBL1363142	5.6	*
CHEMBL1594329	5.7	*
CHEMBL1365367	5.4	*
CHEMBL1373723	5.9	*
CHEMBL1368942	5.7	*
CHEMBL1332937	5.7	*
CHEMBL1435254	5.8	*
CHEMBL1565724	5	*
CHEMBL1331031	5.5	*
CHEMBL1374108	5.1	*
CHEMBL1611471	6	*
CHEMBL2373668	4.9	*
CHEMBL3702742	4.96	*
CHEMBL1328898	4.7	*
CHEMBL1531163	5.4	*
CHEMBL1475040	5	*
CHEMBL31410	4.6	*
CHEMBL1473950	4.5	*
CHEMBL1440653	4.6	*
CHEMBL1413572	5.1	*
CHEMBL1415175	5.5	*
CHEMBL1595379	4.6	*
CHEMBL1522552	5.5	*
CHEMBL1567881	4.9	*
CHEMBL1465244	4.9	*
CHEMBL1399433	4.7	*
CHEMBL1406230	4.6	*
CHEMBL1570116	4.8	*
CHEMBL1408525	4.9	*
CHEMBL1408265	4.7	*
CHEMBL1370338	4.8	*
CHEMBL1402313	4.5	*
CHEMBL1333104	5.1	*
CHEMBL1607289	4.5	*
CHEMBL3605002	*	6.22
CHEMBL1605381	4.6	*
CHEMBL1375049	5	*
CHEMBL1357313	4.7	*
CHEMBL1410816	5	*
CHEMBL1522030	5.4	*
CHEMBL1487604	4.8	*
CHEMBL1447808	4.8	*
CHEMBL1412863	4.9	*
CHEMBL1311217	5.6	*
CHEMBL1355367	5	*
CHEMBL1598868	4.5	*
CHEMBL1434762	4.6	*
CHEMBL1606866	5	*
CHEMBL1358097	4.9	*
CHEMBL1398587	4.9	*
CHEMBL1438566	6	*
CHEMBL1561137	4.8	*
CHEMBL1531602	4.7	*
CHEMBL1408259	5	*
CHEMBL1590013	4.8	*
CHEMBL1554623	4.7	*
CHEMBL1411135	4.8	*
CHEMBL1323666	4.8	*
CHEMBL1331679	5.3	*
CHEMBL1370080	4.9	*
CHEMBL1332998	4.9	*
CHEMBL1452965	4.7	*
CHEMBL1370444	4.9	*
CHEMBL1486924	5.6	*
CHEMBL1448490	5.7	*
CHEMBL1488873	5.5	*
CHEMBL1328490	5.5	*
CHEMBL1394855	5.4	*
CHEMBL1394766	5.5	*
CHEMBL1594077	5.4	*
CHEMBL1592876	5.4	*
CHEMBL1438163	5.2	*
CHEMBL1435288	5.9	*
CHEMBL1612050	5.5	*
CHEMBL1434272	5	*
CHEMBL1315171	5.6	*
CHEMBL1359135	4.7	*
CHEMBL1334709	4.9	*
CHEMBL1486063	4.5	*
CHEMBL1591263	4.4	*
CHEMBL1568605	4.6	*
CHEMBL1370467	5	*
CHEMBL1408622	5.1	*
CHEMBL270272	5.82	*
CHEMBL1306920	5.7	*
CHEMBL1558722	5.7	*
CHEMBL1417358	5.1	*
CHEMBL1383786	4.85	*
CHEMBL1392170	4.8	*
CHEMBL1476412	4.5	*
CHEMBL9843	5.1	*
CHEMBL1319720	5.5	*
CHEMBL1397443	5.5	*
CHEMBL1327758	4.6	*
CHEMBL370805	*	5.14
CHEMBL1396576	4.8	*
CHEMBL1568744	5.2	*
CHEMBL1413489	4.8	*
CHEMBL1452111	5	*
CHEMBL1491960	5.3	*
CHEMBL1368860	5.1	*
CHEMBL1607228	4.8	*
CHEMBL1321973	4.6	*
CHEMBL1329227	5.6	*
CHEMBL1368887	4.9	*
CHEMBL1400050	4.8	*
CHEMBL1491749	4.8	*
CHEMBL3605004	*	6.3
CHEMBL1488230	4.9	*
CHEMBL1398093	4.9	*
CHEMBL1478034	4.6	*
CHEMBL1436860	5.5	*
CHEMBL1516459	4.4	*
CHEMBL1536844	5.7	*
CHEMBL1742278	4.65	*
CHEMBL1396754	5.4	*
CHEMBL1766005	5.1	*
CHEMBL1831092	6.48	*
CHEMBL2205775	6.7	*
CHEMBL1741783	4.85	*
CHEMBL1573756	5.5	*
CHEMBL1404977	5.5	*
CHEMBL1741708	4.5	*
CHEMBL2440410	*	5.33
CHEMBL2440407	*	5.02
CHEMBL3115194	*	4.9
CHEMBL3115195	*	4.78
CHEMBL468397	*	6.75
CHEMBL3115345	*	5.9
CHEMBL3115346	*	6.11
CHEMBL513338	*	5.86
CHEMBL1492374	4.85	*
CHEMBL3617983	5.93	*
CHEMBL1741697	4.85	*
CHEMBL1465250	5.3	*
CHEMBL1348987	5.8	*
CHEMBL1467227	4.65	*
CHEMBL1561374	5.6	*
CHEMBL1338520	4.9	*
CHEMBL1399553	5	*
CHEMBL1439635	6	*
CHEMBL1594029	5.5	*
CHEMBL1593466	5.4	*
CHEMBL1453991	5.4	*
CHEMBL1437732	5.4	*
CHEMBL1356391	5.5	*
CHEMBL1557170	5.4	*
CHEMBL1434023	5.4	*
CHEMBL1397106	5.4	*
CHEMBL1444413	5.4	*
CHEMBL1357184	5.5	*
CHEMBL1553160	5.3	*
CHEMBL1374760	5.4	*
CHEMBL1317237	5.4	*
CHEMBL1553745	5.2	*
CHEMBL1609007	4.8	*
CHEMBL1395038	4.7	*
CHEMBL1526486	5	*
CHEMBL1512909	5.5	*
CHEMBL1435647	4.6	*
CHEMBL1605426	4.7	*
CHEMBL1318799	5.5	*
CHEMBL1437448	4.9	*
CHEMBL1335471	5.1	*
CHEMBL1436992	4.8	*
CHEMBL1509858	4.55	*
CHEMBL1836253	*	4.86
CHEMBL1836252	*	6.54
CHEMBL1836249	*	6.89
CHEMBL1836251	*	6.05
CHEMBL1836248	*	6.44
CHEMBL1836250	*	6.34
CHEMBL1836247	*	6.8
CHEMBL1836168	*	5.89
CHEMBL1836167	*	5.63
CHEMBL1836164	*	6.32
CHEMBL1836166	*	5.55
CHEMBL1836163	*	6.51
CHEMBL1836165	*	5.3
CHEMBL1836162	*	5.72
CHEMBL3605006	*	5.8
CHEMBL1458255	5	*
CHEMBL507727	*	5.09
CHEMBL1388771	5.1	*
CHEMBL1502684	5.15	*
CHEMBL1497812	4.85	*
CHEMBL1546667	4.6	*
CHEMBL1471546	4.8	*
CHEMBL1416812	5.5	*
CHEMBL2374040	5.4	*
CHEMBL2373557	5.5	*
CHEMBL2373608	5.3	*
CHEMBL2373593	5.4	*
CHEMBL2373587	5.6	*
CHEMBL2374045	5.5	*
CHEMBL1377805	5.3	*
CHEMBL1322064	5.4	*
CHEMBL1512478	5.4	*
CHEMBL1328879	5.5	*
CHEMBL1335140	5.4	*
CHEMBL1411411	5.4	*
CHEMBL1439903	5.4	*
CHEMBL1362553	5.4	*
CHEMBL1305298	4.6	*
CHEMBL1493411	4.9	*
CHEMBL1590048	5	*
CHEMBL1598680	6.1	*
CHEMBL405355	4.5	*
CHEMBL1314450	6	*
CHEMBL400875	5.3	*
CHEMBL1484	6.38	*
CHEMBL1648	5	*
CHEMBL1671902	*	4.3
CHEMBL193	4.8	4.3
CHEMBL1726	*	4.64
CHEMBL1429162	5.05	*
CHEMBL1303450	5.15	*
CHEMBL1179483	6.4	*
CHEMBL1190161	4.8	*
CHEMBL1578674	4.55	*
CHEMBL1490809	4.6	*
CHEMBL1607968	4.8	*
CHEMBL1215620	5.96	*
CHEMBL1215552	6.7	*
CHEMBL1215621	6.1	*
CHEMBL1215622	5.92	*
CHEMBL1498179	4.8	*
CHEMBL1442542	6.5	*
CHEMBL1729999	5.2	*
CHEMBL205741	*	5.84
CHEMBL1551415	5.4	*
CHEMBL1564552	4.4	*
CHEMBL412663	*	5.05
CHEMBL123325	5	*
CHEMBL1312970	4.4	*
CHEMBL1307366	4.7	*
CHEMBL2374087	5.4	*
CHEMBL93655	6.3	*
CHEMBL1973500	4.55	*
CHEMBL1382870	5.45	*
CHEMBL1582527	4.85	*
CHEMBL1328088	5.6	*
CHEMBL1491099	5.8	*
CHEMBL1590432	4.8	*
CHEMBL454431	4.9	*
CHEMBL173395	4.9	*
CHEMBL1595401	4.4	*
CHEMBL1386207	4.85	*
CHEMBL1519576	5.1	*
CHEMBL1822865	*	5.22
CHEMBL1319426	5.15	*
CHEMBL1565567	5.4	*
CHEMBL32363	*	5.14
CHEMBL1603192	5.75	*
CHEMBL1477725	5.05	*
CHEMBL1472740	4.8	*
CHEMBL1409782	5.85	*
CHEMBL1392952	4.4	*
CHEMBL1741955	4.85	*
CHEMBL1459145	5.15	*
CHEMBL1546475	4.85	*
CHEMBL1529232	6.1	*
CHEMBL1557807	4.55	*
CHEMBL1599585	5.1	*
CHEMBL1389059	5.7	*
CHEMBL1605000	5.2	*
CHEMBL1573743	5.4	*
CHEMBL1364255	4.85	*
CHEMBL1533768	5.35	*
CHEMBL1511621	5.8	*
CHEMBL1311520	4.8	*
CHEMBL1822866	*	4.78
CHEMBL1326272	4.5	*
CHEMBL1452057	4.9	*
CHEMBL1411519	5	*
CHEMBL1538879	4.6	*
CHEMBL453066	4.8	*
CHEMBL3210612	5.45	*
CHEMBL1385305	4.9	*
CHEMBL1444331	5.1	*
CHEMBL1742180	5.1	*
CHEMBL1829614	*	5.89
CHEMBL3211211	5.5	*
CHEMBL1593440	5.2	*
CHEMBL1479727	5.1	*
CHEMBL1527413	5.3	*
CHEMBL1574786	5.7	*
CHEMBL1605366	6.1	*
CHEMBL1338708	6.2	*
CHEMBL1318560	5.7	*
CHEMBL1444396	5.5	*
CHEMBL1396986	6	*
CHEMBL1417629	5.1	*
CHEMBL1332709	5.9	*
CHEMBL1486459	5.6	*
CHEMBL1396460	6	*
CHEMBL1608876	5.7	*
CHEMBL1568539	5.7	*
CHEMBL1535212	5.8	*
CHEMBL1561561	5.9	*
CHEMBL1481412	5.4	*
CHEMBL1554199	5.7	*
CHEMBL1554680	5.7	*
CHEMBL1451477	5.8	*
CHEMBL1565867	5.6	*
CHEMBL1355778	5.5	*
CHEMBL1358547	5.8	*
CHEMBL1601895	5.4	*
CHEMBL1599112	5.7	*
CHEMBL1406408	5.4	*
CHEMBL1363149	6.1	*
CHEMBL1389138	5.4	*
CHEMBL1435198	5.7	*
CHEMBL1515568	5.6	*
CHEMBL1399338	5.5	*
CHEMBL1406622	5.5	*
CHEMBL1338803	5.3	*
CHEMBL1358120	5.4	*
CHEMBL1447239	6.1	*
CHEMBL1375525	6	*
CHEMBL1448345	5.9	*
CHEMBL1564985	5.9	*
CHEMBL1517234	5.8	*
CHEMBL1394698	5.7	*
CHEMBL1414605	5.4	*
CHEMBL1417139	5.7	*
CHEMBL1528756	5.1	*
CHEMBL1395351	5.6	*
CHEMBL1551286	4.8	*
CHEMBL1333915	5	*
CHEMBL1481745	5.7	*
CHEMBL1473632	5.9	*
CHEMBL1592323	5.8	*
CHEMBL1437294	5.2	*
CHEMBL1407271	5.5	*
CHEMBL1333264	5.4	*
CHEMBL1373071	5.6	*
CHEMBL1328374	4.8	*
CHEMBL1357164	5	*
CHEMBL1479661	5.8	*
CHEMBL1552442	4.8	*
CHEMBL1514439	5.7	*
CHEMBL1394272	5.2	*
CHEMBL1476134	5.3	*
CHEMBL1314911	5.5	*
CHEMBL1496494	5	*
CHEMBL494265	*	6.18
CHEMBL1481781	5.5	*
CHEMBL1449834	4.8	*
CHEMBL1371587	4.7	*
CHEMBL1452080	4.9	*
CHEMBL1456923	4.6	*
CHEMBL1333011	4.8	*
CHEMBL1321975	4.6	*
CHEMBL1374427	4.6	*
CHEMBL1398536	5.3	*
CHEMBL1400169	5.4	*
CHEMBL1374280	5.4	*
CHEMBL1487693	5.55	*
CHEMBL3702820	5.42	*
CHEMBL52999	*	7.44
CHEMBL1491288	5.5	*
CHEMBL178474	7.4	*
CHEMBL3197511	5.4	*
CHEMBL1350835	4.65	*
CHEMBL1312104	4.6	*
CHEMBL1400385	5.1	*
CHEMBL1464417	5.7	*
CHEMBL1478520	4.9	*
CHEMBL1569975	4.4	*
CHEMBL1671969	5.01	*
CHEMBL1671964	5.6	*
CHEMBL1671982	6.1	*
CHEMBL218127	*	6.24
CHEMBL1538146	4.75	*
CHEMBL1412697	4.95	*
CHEMBL221921	*	7.15
CHEMBL1542112	5.35	*
CHEMBL27257	5.6	*
CHEMBL1682891	5.85	*
CHEMBL1485568	5.35	*
CHEMBL3422768	*	8.06
CHEMBL1824034	*	4.83
CHEMBL1359780	4.9	*
CHEMBL1784472	*	6.1
CHEMBL1360610	4.9	*
CHEMBL1557272	5.3	*
CHEMBL1457256	5.1	*
CHEMBL1414988	4.9	*
CHEMBL1487836	5.4	*
CHEMBL1372900	4.9	*
CHEMBL1367960	4.7	*
CHEMBL1529256	4.8	*
CHEMBL1396124	4.8	*
CHEMBL1567483	4.8	*
CHEMBL1384154	4.8	*
CHEMBL1459078	5.6	*
CHEMBL1320569	5.7	*
CHEMBL1491435	5.8	*
CHEMBL181309	6.68	*
CHEMBL1443124	4.9	*
CHEMBL1606345	5	*
CHEMBL1361984	4.9	*
CHEMBL568012	5.69	*
CHEMBL570402	6.05	*
CHEMBL567798	6.09	*
CHEMBL1951329	7.09	*
CHEMBL1377321	4.65	*
CHEMBL3192006	4.85	*
CHEMBL2440459	*	6.88
CHEMBL1313465	5.55	*
CHEMBL1361909	5.2	*
CHEMBL1351531	5	*
CHEMBL1313549	5.85	*
CHEMBL577103	5.42	*
CHEMBL1710312	4.65	*
CHEMBL1352808	4.9	*
CHEMBL1519647	4.8	*
CHEMBL1359705	4.85	*
CHEMBL497575	*	7.31
CHEMBL1303328	4.55	*
CHEMBL2204583	*	4.52
CHEMBL1407743	4.55	*
CHEMBL1645164	*	5.65
CHEMBL1645167	*	5.42
CHEMBL1349613	4.85	*
CHEMBL1516851	5.65	*
CHEMBL1402625	4.4	*
CHEMBL1315941	6.1	*
CHEMBL1422472	5.7	*
CHEMBL1558934	4.6	*
CHEMBL1346774	4.85	*
CHEMBL1524295	4.65	*
CHEMBL1601285	4.55	*
CHEMBL1570869	4.85	*
CHEMBL1331048	4.85	*
CHEMBL1389176	5.35	*
CHEMBL1335382	5.15	*
CHEMBL1490573	4.65	*
CHEMBL1493402	5.45	*
CHEMBL1317096	5.5	*
CHEMBL175858	4.9	*
CHEMBL1078052	4.5	*
CHEMBL1356292	5.4	*
CHEMBL2374076	4.4	*
CHEMBL2373655	4.7	*
CHEMBL1405187	5.4	*
CHEMBL1316858	5.6	*
CHEMBL2373632	5.6	*
CHEMBL2373604	5.8	*
CHEMBL2373658	5.1	*
CHEMBL1450493	5.3	*
CHEMBL1513050	5.9	*
CHEMBL2112207	5	*
CHEMBL1434108	5.5	*
CHEMBL1512719	4.9	*
CHEMBL2374096	5.1	*
CHEMBL1555153	5.7	*
CHEMBL2373656	5.8	*
CHEMBL2373679	6.2	*
CHEMBL1409536	5.5	*
CHEMBL1476546	4.9	*
CHEMBL415944	*	6.88
CHEMBL186482	*	5.01
CHEMBL179825	8.4	*
CHEMBL1332990	6.4	*
CHEMBL1453438	4.8	*
CHEMBL1610735	4.7	*
CHEMBL1572635	4.85	*
CHEMBL220757	*	6.1
CHEMBL260283	5	*
CHEMBL1535521	4.7	*
CHEMBL3605119	*	6.4
CHEMBL510285	6.36	*
CHEMBL455769	6.29	*
CHEMBL445691	6.89	*
CHEMBL3702744	5.46	*
CHEMBL1432016	4.85	*
CHEMBL1486554	5.3	*
CHEMBL1557752	4.8	*
CHEMBL1324162	4.55	*
CHEMBL1331004	5.9	*
CHEMBL1401214	5.5	*
CHEMBL1451788	5.5	*
CHEMBL1448288	5.6	*
CHEMBL1910111	4.77	*
CHEMBL1395252	4.8	*
CHEMBL1593998	4.7	*
CHEMBL1573319	4.9	*
CHEMBL1515835	4.6	*
CHEMBL1519482	4.5	*
CHEMBL1372768	4.4	*
CHEMBL1476642	4.6	*
CHEMBL1520489	4.7	*
CHEMBL1417583	5.35	*
CHEMBL1562639	5.45	*
CHEMBL1578021	5.55	*
CHEMBL362412	6.66	*
CHEMBL1597015	4.75	*
CHEMBL1359919	5.4	*
CHEMBL1430842	4.4	*
CHEMBL1319243	4.95	*
CHEMBL1338480	4.8	*
CHEMBL1505574	4.9	*
CHEMBL1442091	4.85	*
CHEMBL3604804	*	5.22
CHEMBL1515341	5.4	*
CHEMBL221444	*	5.1
CHEMBL222072	*	6.28
CHEMBL221077	*	5.31
CHEMBL374438	*	6.5
CHEMBL218639	*	6.06
CHEMBL375419	*	5.7
CHEMBL221237	*	5.75
CHEMBL220963	*	5.19
CHEMBL221238	*	6.29
CHEMBL222078	*	5.6
CHEMBL374307	*	6.28
CHEMBL375222	*	5.09
CHEMBL221299	*	6.08
CHEMBL219162	4.92	*
CHEMBL426714	*	5.52
CHEMBL218321	*	5.05
CHEMBL385738	*	7.05
CHEMBL3393730	*	4.6
CHEMBL2347323	5.82	*
CHEMBL2047188	4.86	*
CHEMBL2047191	5.51	*
CHEMBL2347328	5.19	*
CHEMBL2023898	5.14	4.54
CHEMBL2347337	5.16	*
CHEMBL2347159	5.29	*
CHEMBL470508	7.18	*
CHEMBL1835487	6.85	*
CHEMBL507731	7.75	*
CHEMBL1359917	6.7	*
CHEMBL1575015	6	*
CHEMBL1566452	5.4	*
CHEMBL1533055	5.1	*
CHEMBL1338601	5.2	*
CHEMBL1609614	6.1	*
CHEMBL1529361	5.1	*
CHEMBL1599299	6.3	*
CHEMBL1823050	*	5
CHEMBL1823049	*	5
CHEMBL1329590	4.8	*
CHEMBL1526121	4.8	*
CHEMBL1837038	*	4.33
CHEMBL3289443	*	4.77
CHEMBL2069512	*	6.16
CHEMBL3740669	4.27	*
CHEMBL1334847	5	*
CHEMBL1593019	4.9	*
CHEMBL1551308	4.8	*
CHEMBL1316464	5.4	*
CHEMBL1436575	5.5	*
CHEMBL1397221	4.5	*
CHEMBL1590763	4.7	*
CHEMBL1523613	4.8	*
CHEMBL1338311	6.1	*
CHEMBL1569421	5.5	*
CHEMBL1406936	4.7	*
CHEMBL1486009	4.6	*
CHEMBL1551231	4.6	*
CHEMBL1513876	5.2	*
CHEMBL1334021	4.6	*
CHEMBL1435276	5	*
CHEMBL1551036	4.4	*
CHEMBL1481399	4.9	*
